date,currency_name,value,unit,note
04-11-2024,Pound Sterling,109.28,value in indian rupees per unit of foreign currency,
04-11-2024,Japanese Yen,55.36,value in indian rupees per unit of foreign currency,
04-11-2024,Euro,91.66,value in indian rupees per unit of foreign currency,
31-10-2024,US Dollar,84.09,value in indian rupees per unit of foreign currency,
31-10-2024,Pound Sterling,108.95,value in indian rupees per unit of foreign currency,
31-10-2024,Japanese Yen,55.03,value in indian rupees per unit of foreign currency,
31-10-2024,Euro,91.25,value in indian rupees per unit of foreign currency,
30-10-2024,US Dollar,84.08,value in indian rupees per unit of foreign currency,
30-10-2024,Pound Sterling,109.38,value in indian rupees per unit of foreign currency,
30-10-2024,Japanese Yen,54.83,value in indian rupees per unit of foreign currency,
30-10-2024,Euro,90.99,value in indian rupees per unit of foreign currency,
29-10-2024,US Dollar,84.08,value in indian rupees per unit of foreign currency,
29-10-2024,Pound Sterling,109.0,value in indian rupees per unit of foreign currency,
29-10-2024,Japanese Yen,54.95,value in indian rupees per unit of foreign currency,
29-10-2024,Euro,90.88,value in indian rupees per unit of foreign currency,
28-10-2024,US Dollar,84.08,value in indian rupees per unit of foreign currency,
28-10-2024,Pound Sterling,108.92,value in indian rupees per unit of foreign currency,
28-10-2024,Japanese Yen,54.83,value in indian rupees per unit of foreign currency,
28-10-2024,Euro,90.75,value in indian rupees per unit of foreign currency,
25-10-2024,US Dollar,84.08,value in indian rupees per unit of foreign currency,
25-10-2024,Pound Sterling,108.98,value in indian rupees per unit of foreign currency,
25-10-2024,Japanese Yen,55.34,value in indian rupees per unit of foreign currency,
25-10-2024,Euro,90.96,value in indian rupees per unit of foreign currency,
24-10-2024,US Dollar,84.07,value in indian rupees per unit of foreign currency,
24-10-2024,Pound Sterling,108.73,value in indian rupees per unit of foreign currency,
24-10-2024,Japanese Yen,55.24,value in indian rupees per unit of foreign currency,
24-10-2024,Euro,90.7,value in indian rupees per unit of foreign currency,
23-10-2024,US Dollar,84.08,value in indian rupees per unit of foreign currency,
23-10-2024,Pound Sterling,109.2,value in indian rupees per unit of foreign currency,
23-10-2024,Japanese Yen,55.24,value in indian rupees per unit of foreign currency,
23-10-2024,Euro,90.81,value in indian rupees per unit of foreign currency,
22-10-2024,US Dollar,84.07,value in indian rupees per unit of foreign currency,
22-10-2024,Pound Sterling,109.38,value in indian rupees per unit of foreign currency,
22-10-2024,Japanese Yen,55.78,value in indian rupees per unit of foreign currency,
22-10-2024,Euro,91.0,value in indian rupees per unit of foreign currency,
21-10-2024,US Dollar,84.07,value in indian rupees per unit of foreign currency,
21-10-2024,Pound Sterling,109.61,value in indian rupees per unit of foreign currency,
21-10-2024,Japanese Yen,56.25,value in indian rupees per unit of foreign currency,
21-10-2024,Euro,91.27,value in indian rupees per unit of foreign currency,
18-10-2024,US Dollar,84.07,value in indian rupees per unit of foreign currency,
18-10-2024,Pound Sterling,109.8,value in indian rupees per unit of foreign currency,
18-10-2024,Japanese Yen,56.06,value in indian rupees per unit of foreign currency,
18-10-2024,Euro,91.17,value in indian rupees per unit of foreign currency,
17-10-2024,US Dollar,84.03,value in indian rupees per unit of foreign currency,
17-10-2024,Pound Sterling,109.11,value in indian rupees per unit of foreign currency,
17-10-2024,Japanese Yen,56.17,value in indian rupees per unit of foreign currency,
17-10-2024,Euro,91.21,value in indian rupees per unit of foreign currency,
16-10-2024,US Dollar,84.07,value in indian rupees per unit of foreign currency,
16-10-2024,Pound Sterling,109.28,value in indian rupees per unit of foreign currency,
16-10-2024,Japanese Yen,56.33,value in indian rupees per unit of foreign currency,
16-10-2024,Euro,91.46,value in indian rupees per unit of foreign currency,
15-10-2024,US Dollar,84.07,value in indian rupees per unit of foreign currency,
15-10-2024,Pound Sterling,109.73,value in indian rupees per unit of foreign currency,
15-10-2024,Japanese Yen,56.28,value in indian rupees per unit of foreign currency,
15-10-2024,Euro,91.59,value in indian rupees per unit of foreign currency,
14-10-2024,US Dollar,84.07,value in indian rupees per unit of foreign currency,
14-10-2024,Pound Sterling,109.88,value in indian rupees per unit of foreign currency,
14-10-2024,Japanese Yen,56.34,value in indian rupees per unit of foreign currency,
14-10-2024,Euro,91.88,value in indian rupees per unit of foreign currency,
11-10-2024,US Dollar,84.06,value in indian rupees per unit of foreign currency,
11-10-2024,Pound Sterling,109.69,value in indian rupees per unit of foreign currency,
11-10-2024,Japanese Yen,56.48,value in indian rupees per unit of foreign currency,
11-10-2024,Euro,91.93,value in indian rupees per unit of foreign currency,
10-10-2024,US Dollar,83.97,value in indian rupees per unit of foreign currency,
10-10-2024,Pound Sterling,109.79,value in indian rupees per unit of foreign currency,
10-10-2024,Japanese Yen,56.29,value in indian rupees per unit of foreign currency,
10-10-2024,Euro,91.87,value in indian rupees per unit of foreign currency,
09-10-2024,US Dollar,83.96,value in indian rupees per unit of foreign currency,
09-10-2024,Pound Sterling,109.86,value in indian rupees per unit of foreign currency,
09-10-2024,Japanese Yen,56.55,value in indian rupees per unit of foreign currency,
09-10-2024,Euro,92.06,value in indian rupees per unit of foreign currency,
08-10-2024,US Dollar,83.94,value in indian rupees per unit of foreign currency,
08-10-2024,Pound Sterling,109.86,value in indian rupees per unit of foreign currency,
08-10-2024,Japanese Yen,56.74,value in indian rupees per unit of foreign currency,
08-10-2024,Euro,92.21,value in indian rupees per unit of foreign currency,
07-10-2024,US Dollar,83.97,value in indian rupees per unit of foreign currency,
07-10-2024,Pound Sterling,110.15,value in indian rupees per unit of foreign currency,
07-10-2024,Japanese Yen,56.56,value in indian rupees per unit of foreign currency,
07-10-2024,Euro,92.1,value in indian rupees per unit of foreign currency,
04-10-2024,US Dollar,83.97,value in indian rupees per unit of foreign currency,
04-10-2024,Pound Sterling,110.29,value in indian rupees per unit of foreign currency,
04-10-2024,Japanese Yen,57.48,value in indian rupees per unit of foreign currency,
04-10-2024,Euro,92.62,value in indian rupees per unit of foreign currency,
03-10-2024,US Dollar,83.95,value in indian rupees per unit of foreign currency,
03-10-2024,Pound Sterling,110.6,value in indian rupees per unit of foreign currency,
03-10-2024,Japanese Yen,57.24,value in indian rupees per unit of foreign currency,
03-10-2024,Euro,92.61,value in indian rupees per unit of foreign currency,
01-10-2024,US Dollar,83.81,value in indian rupees per unit of foreign currency,
01-10-2024,Pound Sterling,112.06,value in indian rupees per unit of foreign currency,
01-10-2024,Japanese Yen,58.04,value in indian rupees per unit of foreign currency,
01-10-2024,Euro,93.31,value in indian rupees per unit of foreign currency,
30-09-2024,US Dollar,83.79,value in indian rupees per unit of foreign currency,
30-09-2024,Pound Sterling,112.16,value in indian rupees per unit of foreign currency,
30-09-2024,Japanese Yen,59.11,value in indian rupees per unit of foreign currency,
30-09-2024,Euro,93.53,value in indian rupees per unit of foreign currency,
27-09-2024,US Dollar,83.67,value in indian rupees per unit of foreign currency,
27-09-2024,Pound Sterling,112.05,value in indian rupees per unit of foreign currency,
27-09-2024,Japanese Yen,58.23,value in indian rupees per unit of foreign currency,
27-09-2024,Euro,93.46,value in indian rupees per unit of foreign currency,
26-09-2024,US Dollar,83.7,value in indian rupees per unit of foreign currency,
26-09-2024,Pound Sterling,111.7,value in indian rupees per unit of foreign currency,
26-09-2024,Japanese Yen,57.84,value in indian rupees per unit of foreign currency,
26-09-2024,Euro,93.32,value in indian rupees per unit of foreign currency,
25-09-2024,US Dollar,83.55,value in indian rupees per unit of foreign currency,
25-09-2024,Pound Sterling,111.98,value in indian rupees per unit of foreign currency,
25-09-2024,Japanese Yen,58.24,value in indian rupees per unit of foreign currency,
25-09-2024,Euro,93.49,value in indian rupees per unit of foreign currency,
24-09-2024,US Dollar,83.63,value in indian rupees per unit of foreign currency,
24-09-2024,Pound Sterling,111.53,value in indian rupees per unit of foreign currency,
24-09-2024,Japanese Yen,57.96,value in indian rupees per unit of foreign currency,
24-09-2024,Euro,92.89,value in indian rupees per unit of foreign currency,
23-09-2024,US Dollar,83.51,value in indian rupees per unit of foreign currency,
23-09-2024,Pound Sterling,111.21,value in indian rupees per unit of foreign currency,
23-09-2024,Japanese Yen,57.94,value in indian rupees per unit of foreign currency,
23-09-2024,Euro,93.21,value in indian rupees per unit of foreign currency,
20-09-2024,US Dollar,83.49,value in indian rupees per unit of foreign currency,
20-09-2024,Pound Sterling,111.23,value in indian rupees per unit of foreign currency,
20-09-2024,Japanese Yen,58.83,value in indian rupees per unit of foreign currency,
20-09-2024,Euro,93.29,value in indian rupees per unit of foreign currency,
19-09-2024,US Dollar,83.62,value in indian rupees per unit of foreign currency,
19-09-2024,Pound Sterling,110.78,value in indian rupees per unit of foreign currency,
19-09-2024,Japanese Yen,58.72,value in indian rupees per unit of foreign currency,
19-09-2024,Euro,93.14,value in indian rupees per unit of foreign currency,
17-09-2024,US Dollar,83.83,value in indian rupees per unit of foreign currency,
17-09-2024,Pound Sterling,110.76,value in indian rupees per unit of foreign currency,
17-09-2024,Japanese Yen,59.63,value in indian rupees per unit of foreign currency,
17-09-2024,Euro,93.3,value in indian rupees per unit of foreign currency,
16-09-2024,US Dollar,83.89,value in indian rupees per unit of foreign currency,
16-09-2024,Pound Sterling,110.41,value in indian rupees per unit of foreign currency,
16-09-2024,Japanese Yen,59.88,value in indian rupees per unit of foreign currency,
16-09-2024,Euro,93.15,value in indian rupees per unit of foreign currency,
13-09-2024,US Dollar,83.92,value in indian rupees per unit of foreign currency,
13-09-2024,Pound Sterling,110.22,value in indian rupees per unit of foreign currency,
13-09-2024,Japanese Yen,59.49,value in indian rupees per unit of foreign currency,
13-09-2024,Euro,92.95,value in indian rupees per unit of foreign currency,
12-09-2024,US Dollar,83.98,value in indian rupees per unit of foreign currency,
12-09-2024,Pound Sterling,109.61,value in indian rupees per unit of foreign currency,
12-09-2024,Japanese Yen,58.88,value in indian rupees per unit of foreign currency,
12-09-2024,Euro,92.55,value in indian rupees per unit of foreign currency,
11-09-2024,US Dollar,83.95,value in indian rupees per unit of foreign currency,
11-09-2024,Pound Sterling,109.85,value in indian rupees per unit of foreign currency,
11-09-2024,Japanese Yen,59.38,value in indian rupees per unit of foreign currency,
11-09-2024,Euro,92.71,value in indian rupees per unit of foreign currency,
10-09-2024,US Dollar,83.98,value in indian rupees per unit of foreign currency,
10-09-2024,Pound Sterling,109.9,value in indian rupees per unit of foreign currency,
10-09-2024,Japanese Yen,58.6,value in indian rupees per unit of foreign currency,
10-09-2024,Euro,92.71,value in indian rupees per unit of foreign currency,
09-09-2024,US Dollar,83.94,value in indian rupees per unit of foreign currency,
09-09-2024,Pound Sterling,110.08,value in indian rupees per unit of foreign currency,
09-09-2024,Japanese Yen,58.74,value in indian rupees per unit of foreign currency,
09-09-2024,Euro,92.9,value in indian rupees per unit of foreign currency,
06-09-2024,US Dollar,83.93,value in indian rupees per unit of foreign currency,
06-09-2024,Pound Sterling,110.63,value in indian rupees per unit of foreign currency,
06-09-2024,Japanese Yen,58.95,value in indian rupees per unit of foreign currency,
06-09-2024,Euro,93.31,value in indian rupees per unit of foreign currency,
05-09-2024,US Dollar,83.98,value in indian rupees per unit of foreign currency,
